custID,Gender,IsRetired,IsMarried,HasChildren,TotalMonthsInContract,HasPhone,ConnectionType,HasAntivirusSubscription,HasCloudBackUp,HasInsurance,HasHelpdeskPrivileges,HasTVPackage,HasMoviePackage,PayTerm,OnlineStatements,PreferredPaymentType,MonthlyBill,TotalFees,MonthlySpend,RetentionCheck,Retention
7326-RIGQZ,Male,0,Yes,Yes,6,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,377.85,74.22,Yes,Yes
1401-FTHFQ,Male,0,Yes,Yes,23,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.0,445.3,19.45,Yes,Yes
3247-ZVOUO,Male,1,Yes,No,10,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.55,851.75,82.94,No,No
0254-FNMCI,Female,0,No,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.9,7624.2,107.85,Yes,Yes
1848-LBZHY,Female,0,Yes,No,7,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.3,355.1,52.19,Yes,Yes
6101-IMRMM,Male,0,No,Yes,6,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.5,575.45,89.43,Yes,No
8118-TJAFG,Male,0,Yes,Yes,9,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,906.85,98.59,Yes,Yes
5429-LWCMV,Female,0,No,No,12,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,£1057.55,86.85,Yes,Yes
7298-IZWLY,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,18.34,Yes,Yes
9758-MFWGD,Female,1,Yes,Yes,48,No,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),29.9,1388.75,33.1,Yes,Yes
3955-JBZZM,Male,0,No,No,20,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,1641.3,77.61,Yes,Yes
1268-ASBGA,Female,1,Yes,No,16,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.35,1375.15,88.14,No,No
8943-URTMR,Female,0,No,No,2,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.65,152.7,78.51,No,No
4815-TUMEQ,Female,0,No,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.3,185.2,17.8,Yes,Yes
4713-LZDRV,Female,1,No,No,2,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,195.05,80.97,No,No
9909-IDLEK,Male,0,Yes,Yes,20,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,96.8,1826.7,102.59,Yes,Yes
4092-OFQZS,Male,0,Yes,No,20,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,417.5,16.11,Yes,Yes
1561-BWHIN,Male,0,Yes,Yes,19,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,344.5,19.48,Yes,Yes
4325-NFSKC,Male,1,No,No,19,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,1660,89.97,No,No
9927-DSWDF,Male,0,Yes,No,22,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.6,2180.55,106.73,Yes,Yes
9500-LTVBP,Female,0,No,No,35,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.05,2835.9,81.88,Yes,Yes
7252-NTGSS,Female,0,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.15,45.15,44.29,Yes,Yes
8149-AIQCG,Male,0,No,No,39,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.15,2730.85,75.14,Yes,Yes
1360-JYXKQ,Female,1,Yes,No,54,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.1,5437.1,100.77,Yes,Yes
2955-PSXOE,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,21.53,No,No
7762-URZQH,Male,0,Yes,No,66,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.05,£6981.35,104.93,No,No
0899-WZRSD,Male,0,No,No,56,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.35,5794.45,105.78,Yes,Yes
3255-GRXMG,Male,0,No,Yes,18,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.65,747.2,45.63,Yes,Yes
4828-FAZPK,Female,0,Yes,Yes,16,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.95,1267.95,82.15,Yes,Yes
6094-ZIVKX,Female,0,No,No,68,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),54.45,3674.95,54.27,Yes,Yes
6925-BAYGL,Female,1,Yes,No,53,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,1275.6,28.42,Yes,Yes
3262-EIDHV,Female,0,Yes,Yes,72,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.7,£5893.9,87.99,Yes,Yes
7354-OIJLX,Male,0,No,No,9,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,724.65,77.69,Yes,Yes
1376-HHBDV,Female,0,No,No,30,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,1536.75,46.92,Yes,Yes
6907-NZZIJ,Female,0,No,No,36,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,3615.6,97.57,No,No
6133-OZILE,Female,0,No,No,18,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,35.2,607.3,35.71,Yes,Yes
4135-FRWKJ,Female,1,Yes,Yes,55,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,76.25,£4154.55,75.02,Yes,Yes
2911-UREFD,Female,0,Yes,No,39,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,55.9,2184.35,53.2,No,No
3744-ZRRDZ,Male,0,No,No,21,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.35,1852.85,82.89,No,No
5673-TIYIB,Male,0,No,No,2,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.4,77.15,41.75,No,No
6551-ZCOTS,Male,1,No,No,33,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.9,847.8,19.45,Yes,Yes
7191-ADRGF,Male,0,Yes,No,44,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,53.23,Yes,Yes
5018-LXQQG,Female,0,Yes,Yes,30,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.3,1923.5,70.95,Yes,Yes
6892-BOGQE,Female,0,Yes,No,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.9,1493.2,23.4,Yes,Yes
1602-IJQQE,Female,0,No,No,4,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,338.1,70.4,Yes,No
4628-WQCQQ,Male,0,No,Yes,35,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.15,3030.6,84.5,No,No
1746-TGTWV,Male,0,Yes,No,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.35,75.35,71.17,Yes,Yes
5995-SNNEW,Male,1,Yes,No,23,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,2184.85,99.39,Yes,Yes
8050-WYBND,Female,0,No,Yes,22,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),49.45,1031.4,44.84,Yes,Yes
2821-WARNZ,Female,0,No,Yes,49,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.45,921.3,21.44,Yes,Yes
4879-GZLFH,Female,0,Yes,Yes,42,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.15,3875.4,87.99,Yes,Yes
1644-IRKSF,Female,0,Yes,Yes,33,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,3124.5,96.91,No,No
8314-HTWVE,Female,0,Yes,Yes,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,144.15,17.89,Yes,Yes
9402-ROUMJ,Female,0,Yes,Yes,67,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.25,6689,102.41,Yes,Yes
2507-QZPQS,Male,0,No,No,15,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,95.7,£1451.1,95.94,Yes,Yes
7159-NOKYQ,Male,0,Yes,No,67,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.15,6368.2,96.94,Yes,Yes
5707-ZMDJP,Male,0,Yes,Yes,53,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,69.7,3729.6,70.14,Yes,Yes
8779-YIQQA,Male,0,Yes,Yes,21,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,350.1,15.94,Yes,Yes
7136-IHZJA,Female,0,Yes,Yes,40,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.35,2847.2,70.62,Yes,Yes
8966-OIQHG,Female,0,Yes,Yes,22,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.75,452.35,21.44,Yes,Yes
7074-STDCN,Male,0,No,No,39,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.6,1494.5,39.82,Yes,Yes
3705-PSNGL,Male,0,No,No,45,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,930.45,23.19,No,No
8739-QOTTN,Female,0,Yes,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,41.85,23.13,No,Yes
1399-OUPJN,Female,0,Yes,Yes,57,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1272.05,16.47,Yes,Yes
0277-BKSQP,Male,0,Yes,Yes,8,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.4,475.1,57.92,Yes,Yes
6502-HCJTI,Male,1,Yes,No,7,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.7,673.1,94.2,No,No
2606-RMDHZ,Male,0,No,No,6,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.5,208.7,28.15,No,No
5774-XZTQC,Female,0,Yes,Yes,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,150.75,21.2,Yes,Yes
2676-SSLTO,Male,0,No,No,49,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3199,66.91,Yes,Yes
6266-QHOJZ,Female,0,No,No,65,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,89.85,5844.65,95.96,Yes,Yes
7269-JISCY,Female,0,No,No,55,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),45.05,2462.6,45.15,Yes,Yes
0363-SVHYR,Male,0,Yes,Yes,71,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.85,6263.8,84.43,Yes,Yes
8547-NSBBO,Male,0,No,No,35,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,96.75,£3403.4,99.78,Yes,Yes
8258-GSTJK,Male,1,No,No,3,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,237.75,80.09,No,No
6861-OKBCE,Female,0,No,Yes,11,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.1,221.35,20.05,No,No
9940-RHLFB,Female,0,No,No,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,75.3,76.99,No,No
6591-QGOYB,Male,0,No,No,17,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.65,1672.1,106.7,Yes,Yes
9070-BCKQP,Female,0,Yes,No,72,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.15,7881.2,110.44,Yes,Yes
6421-SZVEM,Female,0,Yes,Yes,28,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.85,2320.8,83.39,Yes,Yes
1328-EUZHC,Female,0,Yes,No,18,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,£370.5,17.25,Yes,Yes
2995-UPRYS,Female,1,Yes,No,40,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2,101.25,No,No
8878-RYUKI,Female,0,No,No,52,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,3043.7,62.37,Yes,Yes
9633-DENPU,Female,0,Yes,No,47,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.6,2723.4,62.91,Yes,Yes
7811-JIVPF,Female,0,No,No,23,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.7,£1081.25,48.14,Yes,Yes
7113-HIPFI,Male,0,Yes,Yes,66,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,4097.05,69.23,Yes,Yes
8541-QVFKM,Female,0,No,No,8,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,632.2,72.97,Yes,Yes
6686-YPGHK,Male,1,No,No,47,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.5,4042.3,84.22,No,No
1383-EZRWL,Female,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,164.85,19.14,No,No
9258-CNWAC,Female,0,Yes,Yes,71,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.65,8166.8,112.12,Yes,Yes
5371-VYLSX,Female,1,No,No,50,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.4,4113.7,84.33,Yes,Yes
6374-AFWOX,Male,0,Yes,No,46,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.65,3047.15,66.58,Yes,Yes
4759-TRPLW,Male,0,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,70.4,69.88,No,No
5317-FLPJF,Female,0,No,No,66,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.35,4193.4,64.16,Yes,Yes
7621-VPNET,Female,0,Yes,No,42,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.9,3729.75,89.3,No,Yes
6034-YMTOB,Female,0,No,No,5,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,399.45,78.47,Yes,Yes
8563-IIOXK,Male,0,Yes,Yes,7,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,49.75,331.3,53.69,No,No
4903-CNOZC,Male,0,No,No,29,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),70.9,1964.6,72.61,Yes,Yes
4353-HYOJD,Female,0,Yes,Yes,27,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.85,£1336.15,48.5,Yes,Yes
8020-BWHYL,Female,1,No,No,15,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1147.45,73.72,No,No
7267-FRMJW,Female,0,Yes,Yes,25,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,486.05,16.31,Yes,Yes
2982-VPSGI,Female,0,Yes,No,11,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,1078.9,99.92,Yes,No
4188-FRABG,Male,0,Yes,No,57,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.05,£5925.75,97.92,Yes,Yes
8199-ZLLSA,Male,0,No,No,67,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7804.15,120.96,No,No
4128-ETESU,Female,1,Yes,No,47,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.7,4747.2,102.52,Yes,Yes
0620-DLSLK,Female,0,No,No,13,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.9,1028.9,83.81,Yes,Yes
4625-EWPTF,Male,0,No,No,8,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.45,226.45,31.99,No,No
5980-NOPLP,Female,0,Yes,No,44,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,£4364.1,97.07,No,No
3850-OKINF,Male,0,Yes,Yes,71,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,66.2,4692.55,60.72,Yes,Yes
6892-XPFPU,Male,1,Yes,No,24,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,101.22,No,No
8010-EZLOU,Male,1,No,No,15,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,1217.25,81.66,No,No
1156-ZFYDO,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,£19.75,24.4,No,Yes
3295-YVUSR,Male,1,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.6,154.3,76.54,Yes,Yes
8016-NCFVO,Male,1,No,No,55,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.5,6382.55,119.03,Yes,Yes
4119-ZYPZY,Male,1,No,No,71,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.8,7623.2,109.42,Yes,Yes
5549-ZGHFB,Male,0,Yes,Yes,50,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.95,1261.45,22.84,Yes,Yes
7577-SWIFR,Male,0,No,No,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.25,89.25,89.24,Yes,Yes
0303-WMMRN,Male,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,86.05,16.32,Yes,Yes
6408-OTUBZ,Female,0,No,No,66,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.55,6779.05,109.77,Yes,Yes
5204-HMGYF,Female,0,Yes,Yes,49,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,4345,89.15,Yes,Yes
1078-TDCRN,Female,1,Yes,No,3,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.75,82.85,30.61,Yes,Yes
3727-OVPRY,Male,0,Yes,Yes,66,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.7,1714.55,33.52,Yes,Yes
3797-FKOGQ,Male,0,No,Yes,11,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.2,£893.2,85.68,Yes,Yes
7622-NXQZR,Male,0,No,No,28,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.1,810.85,28.43,Yes,Yes
6196-HBOBZ,Male,0,Yes,No,65,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.35,6347.55,98.44,Yes,Yes
3970-XGJDU,Female,0,No,No,62,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.2,1123.65,14.26,Yes,Yes
7017-VFULY,Female,0,Yes,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,43.15,20.44,Yes,Yes
5562-YJQGT,Female,0,No,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,35.1,26.29,Yes,Yes
8807-OPMBM,Female,0,Yes,Yes,55,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.65,1388,22.72,Yes,Yes
5439-WIKXB,Male,1,Yes,No,41,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,£3851.45,86.2,Yes,Yes
9874-QLCLH,Female,0,Yes,Yes,17,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5,100.37,No,No
8294-UIMBA,Female,0,No,No,30,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.4,2638.1,94.51,Yes,Yes
8109-YUOHE,Male,0,No,No,17,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.1,946.95,56.64,Yes,Yes
5840-NVDCG,Female,0,Yes,Yes,16,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),68.25,1114.85,72.18,Yes,Yes
8092-NLTGF,Male,0,No,No,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1777.6,25.24,Yes,Yes
5928-QLDHB,Male,0,No,No,9,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,£684.85,75.5,Yes,Yes
9840-EFJQB,Female,0,No,No,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.35,74.35,72.19,Yes,Yes
0696-UKTOX,Male,0,No,Yes,23,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,54.15,1312.45,54.78,Yes,Yes
4801-KFYKL,Male,0,No,Yes,8,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,£159.2,17.51,Yes,Yes
3472-OAOOR,Male,0,Yes,Yes,19,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,34.95,610.2,32.99,Yes,Yes
6135-OZQVA,Female,0,No,No,7,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.65,404.35,59.74,Yes,Yes
8062-YBDOE,Male,1,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,73.04,No,No
2252-JHJGE,Male,0,No,No,61,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,104.0,6363.45,98.28,Yes,Yes
4188-PCPIG,Female,0,Yes,No,57,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.35,4124.65,65.97,Yes,Yes
6000-APYLU,Male,0,No,No,9,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,713.1,75.16,No,No
7105-BENQF,Male,0,No,Yes,15,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,950.75,63.2,Yes,Yes
7721-DVEKZ,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,19.45,Yes,Yes
3566-VVORZ,Female,0,Yes,No,12,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.9,505.95,46.37,Yes,Yes
9507-HSMMZ,Male,0,No,No,54,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,1149.65,21.33,Yes,Yes
2480-SQIOB,Male,0,Yes,Yes,4,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.8,169.65,45.86,No,Yes
0947-IDHRQ,Female,0,No,No,7,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.3,526.7,81.23,No,No
7813-TKCVO,Female,0,Yes,No,20,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,£393.15,16.53,Yes,Yes
0128-MKWSG,Female,0,No,Yes,26,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,45.8,1147,46.87,Yes,Yes
3672-YITQD,Male,1,Yes,No,36,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,3021.6,81.93,No,No
4350-ZTLPI,Female,0,Yes,No,53,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.95,£5718.2,100.76,Yes,Yes
